Id,Genus,Subgenus,Specific epithet ,Location of measured specimen,Country,New record ,State ,Municipality,Day ,Month,Year,Location ,Sampling point,ITD,ITD average,Sex,Collector,Collection ID
158,Centris,Centris,flavifrons,UFMG,Brasil,yes,Rondônia,Guajará-Mirim,12,x,2001,Parque Nacional de Pacaás Novos,NA,5.7,NA,Female,Oliveira; Morato & Cunha,UFMG-IHY 1308971
159,Centris,Centris,flavifrons,UFMG,Brasil,yes,Minas Gerais,Salto da Divisa,12,iii,2010,Gleba 23,NA,5,NA,Female,R.B. Martines,UFMG-IHY 1411288
160,Centris,Centris,flavifrons,UFMG,Brasil,yes,Maranhão,Urbano Santos,6,i,2010,Reserva Santo Amaro,NA,5.4,NA,Female,Ilson,UFMG-IHY 1204143
161,Centris,Centris,nitens,MPEG,Brasil,yes,Pará,Canaã dos Carajás,1,xii,2017,Serra Norte,N6,4,4.1,Female,E Pinto,MPEG03050988
162,Centris,Centris,nitens,MPEG,Brasil,yes,Pará,Canaã dos Carajás,1,xi,2017,Serra Sul,S11A,4.1,NA,Female,E Pinto,MPEG03050989
163,Centris,Centris,nitens,MPEG,Brasil,yes,Pará,Canaã dos Carajás,23,viii,2017,Serra da Bocaina,NA,4,NA,Female,E Pinto,MPEG03050990
164,Centris,Centris,nitens,MPEG,Brasil,yes,Pará,Canaã dos Carajás,6,xi,2017,Serra Norte,N1,4,NA,Female,E Pinto,MPEG03050991
165,Centris,Centris,nitens,UFMG,Brasil,no,Minas Gerais,Grão Mongol,22,v,2006,NA,NA,4.5,NA,Female,A.A. Azevedo,31771
166,Centris,Centris,poecila,UFMG,Brasil,yes,Pará,Canaã dos Carajás,28,xi,2012,NA,NA,4.3,4.3,Female,R.B.Martines,UFMG IHY 2302139
167,Centris,Centris,poecila,UFMG,Brasil,yes,Pará,Canaã dos Carajás,24,xi,2012,NA,NA,4.4,NA,Female,M.O.Vespúcio,UFMG IHY 1302200
168,Centris,Centris,poecila,UFMG,Brasil,yes,Pará,Canaã dos Carajás,26,xi,2012,NA,NA,4.2,NA,Female,M.O.Vespúcio,UFMG IHY 1302232
169,Centris,Centris,poecila,UFMG,Brasil,yes,Pará,Canaã dos Carajás,26,xi,2012,NA,NA,4.4,NA,Female,R.M.Carmo,UFMG IHY 1302423
170,Centris,Centris,poecila,UFMG,Brasil,yes,Minas Gerais,Felixlândia,13,ix,2006,NA,NA,4.4,NA,Female,F.M.Queiroz,11031-32663
171,Centris,Centris,spilopoda,UFMG,Brasil,yes,Minas Gerais,Paraopeba,26,viii,1999,Faz. Itapoã,NA,3.6,3.7,Female,V.Silva,4231-12089
172,Centris,Centris,spilopoda,UFMG,Brasil,yes,Minas Gerais,Paraopeba,28,x,1999,Faz. Itapoã,NA,3.7,NA,Female,V.Silva,5310-14515
173,Centris,Centris,spilopoda,UFMG,Brasil,yes,Minas Gerais,São Gonçalo do Rio Preto,19,x,2004,Pq. E. do Rio Preto,NA,3.8,NA,Female,R.B.Martines,10140-29734
174,Centris,Centris,spilopoda,UFMG,Brasil,yes,Minas Gerais,São Gonçalo do Rio Preto,26,ix,2005,Pq. E. do Rio Preto,NA,3.8,NA,Female,A.A.Azevedo,10575-30977
175,Centris,Centris,spilopoda,UFMG,Brasil,yes,Minas Gerais,Sabará,6,x,1996,Zona metalurgica,NA,3.5,NA,Female,F.A.Silveira,0539-1314
176,Centris,Hemisiella,dichrootricha,UFMG,Brasil,yes,Acre,Rio Branco,28,viii,2010,embrapa,NA,5,4.8,Female,V.R.Azevedo,UFMG IHY 1209073
177,Centris,Hemisiella,dichrootricha,UFMG,Brasil,yes,Pará,Oriximiná,16,xii,2006,NA,NA,4.5,NA,Female,R.B.Martines,13154-38997
178,Centris,Hemisiella,dichrootricha,UFMG,Brasil,yes,Pará,Canaã dos Carajás,28,xi,2012,NA,NA,4.6,NA,Female,R.B.Martines,UFMG IHY 1302130
179,Centris,Hemisiella,dichrootricha,UFMG,Brasil,yes,Pará,Parauapebas,28,viii,2014,NA,NA,5,NA,Female,E.N.L.Siqueira,UFMG IHY 1529849
180,Centris,Hemisiella,dichrootricha,UFMG,Brasil,yes,Pará,Oriximiná,16,xii,2016,NA,NA,5,NA,Female,R.B.Martines,13154-38999
181,Centris,Hemisiella,tarsata,UFMG,Brasil,yes,Minas Gerais,Nova Lima,21,i,2012,NA,NA,3,3,Female,R. Cunha Santos,74768
182,Centris,Hemisiella,tarsata,UFMG,Brasil,yes,Minas Gerais,Nova Lima,23,i,2012,NA,NA,3.2,NA,Female,J.E. Santos Jr,74970
183,Centris,Hemisiella,tarsata,UFMG,Brasil,yes,Minas Gerais,Nova Lima,9,xi,2011,NA,NA,2.9,NA,Female,R. Cunha Santos,74496
184,Centris,Hemisiella,tarsata,UFMG,Brasil,no,Pará,Canaã dos Carajás,19,vi,2013,NA,NA,3,NA,Female,M.O.Vespúcio,UFMG-IHY 1313385
185,Centris,Hemisiella,tarsata,UFMG,Brasil,no,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,3.1,NA,Female,R.C.C.Arante,UFMG-IHY 1306734
186,Centris,Hemisiella,trigonoides,UFMG,Brasil,no,Pará,Canaã dos Carajás,22,viii,2015,Serra Sul,Corpo D,2.8,3,Female,E.N.L.Siqueira,UFMG IHY 1530260
187,Centris,Hemisiella,trigonoides,UFMG,Brasil,no,Pará,Canaã dos Carajás,22,viii,2015,Serra Sul,Corpo D,3,NA,Female,E.N.L.Siqueira,UFMG IHY 1530248
188,Centris,Hemisiella,trigonoides,UFMG,Brasil,no,Pará,Canaã dos Carajás,15,viii,2014,Serra Sul,Corpo D,3,NA,Female,E.N.L.Siqueira,UFMG IHY 1529859
189,Centris,Hemisiella,trigonoides,UFMG,Brasil,yes,Minas Gerais,Nova Lima,6,iii,2012,NA,NA,3,NA,Female,R.Cunha Santos,75220
190,Centris,Hemisiella,trigonoides,UFMG,Brasil,yes,Minas Gerais,Nova Lima,6,iii,2012,NA,NA,3.1,NA,Female,R.Cunha Santos,75203
191,Centris,Heterocentris,analis,MPEG,Brasil,no,Pará,Belém,19,xii,1977,Mocambo,NA,3,2.8,Female,MF Torres,MPEG HYM 11130479
192,Centris,Heterocentris,analis,MPEG,Brasil,yes,Amapá,Calçoene,1,xi,1978,NA,NA,2.8,NA,Female,FF Ramos,MPEG HYM 11130470
193,Centris,Heterocentris,analis,MPEG,Brasil,yes,Amazonas,Tabatinga,10,x,1904,NA,NA,2.5,NA,Female,A Ducke,MPEG HYM 11130455
194,Centris,Heterocentris,analis,MPEG,Brasil,no,Pará,NA,NA,viii,1965,Tumucumaque,NA,2.7,NA,Female,Migliaze,MPEG HYM 11130454
195,Centris,Heterocentris,analis,MPEG,Brasil,no,Pará,Parauapebas,24,viii,2017,Serra Norte,N2,3.1,NA,Female,E Pinto,MPEG03050993
196,Centris,Heterocentris,terminata,UFMG,Brasil,yes,Acre,Rio Branco,30,iii,1998,NA,NA,3.4,3.8,Female,E.F.Morató,UFMG IHY 1309015
197,Centris,Heterocentris,terminata,UFMG,Brasil,yes,Amazonas,Barcelos,Sep-15,ix,2003,Parque Nacional do Jau,NA,4,NA,Female,M.L.Oliveira & J.A.Cunha,UFMG IHY 1309014
198,Centris,Heterocentris,terminata,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,4,NA,Female,R.M.Carmos,UFMG IHY 1315051
199,Centris,Heterocentris,terminata,UFMG,Brasil,yes,Amazonas,Lábrea,NA,vi,2006,NA,NA,4,NA,Female,F.F.Xavier Fo,UFMG IHY 1309015
200,Centris,Heterocentris,terminata,UFMG,Brasil,yes,Minas Gerais,Itabira,22,ii,2016,NA,NA,3.6,NA,Female,R.B.Martines & A. Cordeiro,UFMG IHY 1609907
201,Centris,Melacentris,collaris,UFMG,Brasil,yes,Pará,Canaã dos Carajás,12,iii,2015,corpo d,NA,6.8,6.9,Female,E.L.N. Siqueira,UFMG-IHY 1521569
202,Centris,Melacentris,collaris,UFMG,Brasil,no,Minas Gerais,Sabará,10,iv,2012,Bairro Villa Real,NA,6.5,NA,Female,F.A. Silveira,UFMG-IHY 1309589
203,Centris,Melacentris,collaris,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,26,i,1996,NA,NA,7.5,NA,Female,F.A. Silveira,NA
204,Centris,Melacentris,collaris,UFMG,Brasil,no,Minas Gerais,Sabará,10,iv,2012,Bairro Villa Real,NA,7,NA,Female,F.A. Silveira,UHMG-IHY 1309586
205,Centris,Melacentris,collaris,UFMG,Brasil,no,Minas Gerais,Uberlândia,27,v,2011,NA,NA,6.7,NA,Female,"Barônio, G. J.",UFMG-IHY 1608836
206,Centris,Melacentris,confusa,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,24,x,1996,Pq. Mangabeiras,NA,6.3,6.6,Female,J.Damasceno,0769-1887
207,Centris,Melacentris,confusa,UFMG,Brasil,yes,Minas Gerais,Brumadinho,11,x,1998,Serra da Moeda,NA,7,NA,Female,F.A.Silveira,2623-7816
208,Centris,Melacentris,confusa,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,23,x,2000,Pq. Mangabeiras,NA,6.4,NA,Female,M.Pompeu,7104-21011
209,Centris,Melacentris,confusa,UFMG,Brasil,yes,Minas Gerais,Mariléria,NA,NA,1999,Pq. E. do Rio Doce,NA,6.7,NA,Female,A.Nemésio,26016-76600
210,Centris,Melacentris,confusa,UFMG,Brasil,yes,Minas Gerais,Brumadinho,11,x,1998,Serra da Moeda,NA,6.4,NA,Female,F.A.Silveira,2626-7819
211,Centris,Melacentris,conspersa,UFMG,Brasil,no,Minas Gerais,Catas altas,6,iii,2000,Serra do Caraça,NA,6.6,6.9,Female,F.A.Silveira,6056-16873
212,Centris,Melacentris,conspersa,UFMG,Brasil,no,Minas Gerais,Bocaiúva,12,ii,2003,Faz. Extrema,NA,7,NA,Female,A.A.Azevedo,8349-25496
213,Centris,Melacentris,conspersa,UFMG,Brasil,no,Minas Gerais,Mariléria,6,iv,1978,Pq. E. do Rio Doce,NA,7,NA,Female,D.Andretta e Pereira,12768-37520
214,Centris,Melacentris,conspersa,UFMG,Brasil,no,Minas Gerais,Itabira,22,ii,2016,ponto 01,NA,6.7,NA,Female,A. Cordeiro,UFMG IHY 1609910
215,Centris,Melacentris,conspersa,UFMG,Brasil,no,Bahia,Itubera,26,ii,2018,Reserva da Michelin,NA,7.4,NA,Female,J.E.Santos Jr & D.P.Campos,UFMG IHY 1800597
216,Centris,Melacentris,discolor,UFMG,Brasil,no,Minas Gerais,Nova Lima,28,iii,1999,Zona Metalúrgica,COPASA Mutuca,8.1,8,Female,M. Pompeu,NA
217,Centris,Melacentris,discolor,UFMG,Brasil,no,Minas Gerais,Brumadinho,18,iv,2004,Serra da Moeda,NA,8,NA,Female,F.A. Silveira,NA
218,Centris,Melacentris,discolor,UFMG,Brasil,no,Minas Gerais,Gonçalves,30,iv,2006,NA,NA,8,NA,Female,F.A. Silveira,NA
219,Centris,Melacentris,discolor,UFMG,Brasil,no,Minas Gerais,Gonçalves,2,iv,2006,NA,NA,7.8,NA,Female,F.A. Silveira,NA
220,Centris,Melacentris,discolor,UFMG,Brasil,no,Minas Gerais,Brumadinho,11,iv,1998,NA,NA,8,NA,Female,F.A. Silveira,NA
221,Centris,Melacentris,dorsata,UFMG,Brasil,yes,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,6.3,6.8,Female,A.S. Alvarenga,UFMG-IHY 1314600
222,Centris,Melacentris,dorsata,UFMG,Brasil,yes,Pará,Canaã dos Carajás,30,i,2010,NA,NA,6.5,NA,Female,R.M. Carmo,UFMG-IHY 1304691
223,Centris,Melacentris,dorsata,UFMG,Brasil,no,Minas Gerais,Bocaiúva,16,iii,1999,NA,NA,7,NA,Female,A.A. Azevedo,NA
224,Centris,Melacentris,dorsata,UFMG,Brasil,no,Minas Gerais,Diamantina,16,i,2005,NA,NA,7,NA,Female,A.A. Azevedo,NA
225,Centris,Melacentris,dorsata,UFMG,Brasil,no,Minas Gerais,Cássia,28,iii,1999,NA,NA,7,NA,Female,E.A.B. Almeida,NA
226,Centris,Melacentris,obsoleta,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,iii,2015,corpo a,NA,6.6,6.5,Female,E.L.N. Siqueira,UFMG-IHY 1521517
227,Centris,Melacentris,obsoleta,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,iii,2015,corpo a,NA,6.6,NA,Female,E.L.N. Siqueira,UFMG-IHY 1521510
228,Centris,Melacentris,obsoleta,UFMG,Brasil,yes,Minas Gerais,Águas vermelhas,26,i,2011,NA,NA,6.7,NA,Female,R.R. Ferrari,NA
229,Centris,Melacentris,obsoleta,UFMG,Brasil,yes,Pernanbuco,Buíque,1,v,2011,Parque nacional Catimbau,NA,6.3,NA,Female,Schlindwein,UFMG-IHY 1521686
230,Centris,Melacentris,obsoleta,UFMG,Brasil,yes,Pernanbuco,Buíque,23,iv,2008,Parque nacional Catimbau,NA,6.2,NA,Female,Carvalho & Millet,UFMG-IHY 1521687
231,Centris,Melacentris,rhodoprocta,MPEG,Brasil,yes,Pará,Parauapebas,24,viii,2017,Serra Norte,N2,8.7,8.7,Female,E Pinto,MPEG03050993
232,Centris,Melacentris,rhodoprocta,UFMG,Brasil,yes,Pará,Canaã dos Carajás,26,xi,2012,Vila Feitosa,NA,8.7,NA,Female,M.O.Vespúcio,UFMG IHY 1302233
233,Centris,Melacentris,rhodoprocta,UFMG,Brasil,yes,Pará,Canaã dos Carajás,23,vi,2013,NA,NA,8.7,NA,Female,R.M.Carmo,UFMG IHY 1313579
234,Centris,Melacentris,rhodoprocta,UFMG,Brasil,yes,Pará,Parauapebas,26,iv,2010,NA,NA,8.7,NA,Female,A.R.Lima,UFMG IHY 1413340
235,Centris,Melacentris,rhodoprocta,UFMG,Brasil,yes,Minas Gerais,Nova Lima,22,i,1998,NA,NA,8.7,NA,Female,E.A.B.Almeida,1994-6095
236,Centris,Melacentris,violacea,UFMG,Brasil,no,Minas Gerais,Nova Lima,15,viii,1998,NA,NA,6.7,6.7,Female,NA,UFMG IHY 7640
237,Centris,Melacentris,violacea,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,NA,NA,6.7,NA,Female,NA,UFMG IHY 1413746
238,Centris,Melacentris,xanthocnemis,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,30,iii,1996,Campus UFMG,NA,6.2,6.4,Female,F.A.Silveira,0209-0603
239,Centris,Melacentris,xanthocnemis,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,12,iii,1997,Zona metalurgica,NA,6.2,NA,Female,J.C.Moreira,1076-2799
240,Centris,Melacentris,xanthocnemis,UFMG,Brasil,no,Minas Gerais,Sabará,10,iii,2001,Zona metalurgica Ch. do Lessa,NA,6.5,NA,Female,R.B.Martines,8008-24411
241,Centris,Melacentris,xanthocnemis,UFMG,Brasil,no,Minas Gerais,Paraopeba,8,iv,1987,NA,NA,6.6,NA,Female,F.A.Silveira,271/665
242,Centris,Melacentris,xanthocnemis,UFMG,Brasil,no,Minas Gerais,Sabará,9,iv,2012,Bairro Villa Real,NA,6.6,NA,Female,F.A.Silveira,UFMG IHY 1309532
243,Centris,Paracentris,burgdorfi,UFMG,Brasil,no,Minas Gerais,Nova Lima,21,ix,2011,Serra do Rola Moça,NA,4.3,4.2,Female,J.E.Santos Jr,UFMG IHY 1403258
244,Centris,Paracentris,burgdorfi,UFMG,Brasil,no,Minas Gerais,Serra do Salitre,21,iii,2012,RPPN Faz. Cachoeira,NA,4.2,NA,Female,I.R.Coelho,24673-72395
245,Centris,Paracentris,burgdorfi,UFMG,Brasil,no,Minas Gerais,Serra do Salitre,22,iii,2012,RPPN Faz. Cachoeira,NA,4.2,NA,Female,I.R.Coelho,24675-72414
246,Centris,Paracentris,burgdorfi,UFMG,Brasil,no,Minas Gerais,Serra do Salitre,18,iii,2012,RPPN Faz. Cachoeira,NA,4.3,NA,Female,Priscila Dias,24623-72168
247,Centris,Paracentris,burgdorfi,UFMG,Brasil,no,Minas Gerais,Serra do Salitre,20,iii,2012,RPPN Faz. Cachoeira,NA,4.2,NA,Female,R.R.Ferrari,UFMG IHY 1610362
248,Centris,Paracentris,klugii,MPEG,Brasil,no,Minas Gerais,Barbacena,17,xi,1905,NA,NA,3.7,4.2,Female,A.Ducke,MPEG HYM 11130620
249,Centris,Paracentris,klugii,MPEG,Brasil,no,Minas Gerais,Barbacena,22,x,1905,NA,NA,4,NA,Female,A.Ducke,MPEG HYM 11130621
250,Centris,Paracentris,klugii,UFMG,Brasil,no,Minas Gerais,Brumadinho,12,xii,1997,NA,NA,4.5,NA,Female,NA,UFMG IHY 5217
251,Centris,Paracentris,klugii,UFMG,Brasil,no,Minas Gerais,Brumadinho,27,xii,1997,NA,NA,4.5,NA,Female,NA,UFMG IHY 5511
252,Centris,Paracentris,klugii,UFMG,Brasil,no,Minas Gerais,Brumadinho,29,viii,1998,NA,NA,4.5,NA,Female,NA,UFMG IHY 7484
253,Centris,Ptilotopus,denudans,MPEG,Brasil,no,Pará,Canaã dos Carajás,24,viii,2017,Serra Norte,N2,7.1,6.9,Female,E Pinto,MPEG03050954
254,Centris,Ptilotopus,denudans,MPEG,Brasil,no,Pará,Canaã dos Carajás,18,iii,2017,Serra Sul,S11A,7,NA,Female,E Pinto,MPEG03050955
255,Centris,Ptilotopus,denudans,MPEG,Brasil,no,Pará,Canaã dos Carajás,14,iv,2017,Serra Sul,S11A,6.9,NA,Female,E Pinto,MPEG03050956
256,Centris,Ptilotopus,denudans,UFMG,Brasil,no,Pará,Parauapebas,19,viii,2017,Serra Sul,Corpo D,6.8,NA,Female,E.N.L.Siqueira,UFMG IHY 1706493
257,Centris,Ptilotopus,denudans,UFMG,Brasil,yes,Minas Gerais,Santana do Riacho,17,ix,2006,Serra do Cipó,NA,6.8,NA,Female,A.A.Azevedo,11194-33125
258,Centris,Ptilotopus,maranhensis,MPEG,Brasil,no,Maranhão,Imperatriz,13,vi,1978,NA,NA,8,7.8,Female,RB Neto,MPEG HYM 11130685
259,Centris,Ptilotopus,maranhensis,UFMG,Brasil,no,Pará,Canaã dos Carajás,26,iv,2010,NA,NA,8.8,NA,Female,F.A.Silveira,UFMG IHY 1313629
260,Centris,Ptilotopus,maranhensis,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,7.6,NA,Female,F.A.Silveira,UFMG IHY 1313700
261,Centris,Ptilotopus,maranhensis,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,7,NA,Female,F.A.Silveira,UFMG IHY 1313702
262,Centris,Ptilotopus,maranhensis,UFMG,Brasil,no,Pará,Parauapebas,15,iii,2015,NA,NA,7.4,NA,Female,E.L.N.Siqueira,UFMG IHY 1521405
263,Centris,Ptilotopus,nobilis,MPEG,Brasil,no,Pará,Canaã dos Carajás,14,iv,2017,Serra Sul,S11A,8,8.2,Female,E Pinto,MPEG03050952
264,Centris,Ptilotopus,nobilis,MPEG,Brasil,no,Pará,Óbidos,NA,NA,1904,NA,NA,8.5,NA,Female,A.Ducke,MPEG HYM 11130649
265,Centris,Ptilotopus,nobilis,MPEG,Brasil,no,Pará,Óbidos,18,xii,1907,NA,NA,8.5,NA,Female,A Ducke,MPEG HYM 11130654
266,Centris,Ptilotopus,nobilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,8,NA,Female,R.M. Carmo,UFMG-IHY 1304680
267,Centris,Ptilotopus,nobilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,5,xii,2010,NA,NA,7.8,NA,Female,A.M.S.Dias,UFMG-IHY 1311493
268,Centris,Ptilotopus,scopipes,UFMG,Brasil,no,Minas Gerais,Nova Lima,11,xi,2004,NA,NA,7.5,7.6,Female,A.A. Azevedo,34090
269,Centris,Ptilotopus,scopipes,UFMG,Brasil,yes,Pará,Parauapebas,15,iii,2015,NA,NA,7,NA,Female,E. N. L. Siqueira,UFMG-IHY 1521408
270,Centris,Ptilotopus,scopipes,UFMG,Brasil,yes,Pará,Canaã dos Carajás,26,iv,2010,NA,NA,7.6,NA,Female,A. C. Arantes,UFMG-IHY 1314094
271,Centris,Ptilotopus,scopipes,UFMG,Brasil,yes,Pará,Canaã dos Carajás,25,iv,2010,NA,NA,7.5,NA,Female,A. C. Arantes,UFMG-IHY 1314051
272,Centris,Ptilotopus,scopipes,UFMG,Brasil,yes,Pará,Canaã dos Carajás,13,iii,2015,corpo d,NA,8.2,NA,Female,E. N. L. Siqueira,UFMG-IHY 1521548
273,Centris,Trachina,dentata,MPEG,Brasil,no,Pará,Óbidos,17,viii,1906,NA,NA,5.3,4.9,Female,A.Ducke,MPEG HYM 11130689
274,Centris,Trachina,dentata,MPEG,Brasil,no,Pará,Alenquer,29,vii,1903,NA,NA,5.1,NA,Female,A.Ducke,MPEG HYM 11130687
275,Centris,Trachina,dentata,UFMG,Brasil,no,Amazonas,Manicoré,21,vii,2007,Campo da Catuquira,NA,5,NA,Female,H.F.Guariento,UFMG IHY 1308980
276,Centris,Trachina,dentata,UFMG,Brasil,no,Pará,Canaã dos Carajás,16,viii,2014,Serra Sul,Corpo A,4.9,NA,Female,E.N.L.Siqueira,UFMG IHY 1529757
277,Centris,Trachina,dentata,UFMG,Brasil,no,Pará,Canaã dos Carajás,15,viii,2014,Serra Sul,Corpo D,4.4,NA,Female,E.N.L.Siqueira,UFMG IHY 1529862
278,Centris,Trachina,fuscata,UFMG,Brasil,yes,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,4.7,4.8,Female,F.A. Silveira,UFMH-IHY 1313703
279,Centris,Trachina,fuscata,UFMG,Brasil,no,Minas Gerais,Nova Lima,9,xi,2004,Serra da Rola-Moça,NA,4.7,NA,Female,M.F. Goulart,34064
280,Centris,Trachina,fuscata,UFMG,Brasil,no,Minas Gerais,Sabará,21,iv,2012,Bairro Villa Real,NA,4.9,NA,Female,F.A. Silveira,UFMG-IHY 1309653
281,Centris,Trachina,fuscata,UFMG,Brasil,no,Minas Gerais,Sabará,29,ix,1996,NA,NA,4.5,NA,Female,F.A. Silveira,1255
282,Centris,Trachina,fuscata,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,8,vii,1996,NA,NA,5,NA,Female,J.D.Souza,1074
283,Centris,Trachina,longimana,UFMG,Brasil,no,Goiás,Catalão,6,vi,2010,Rio São Marcos,NA,6.5,6.2,Female,J.E.Santos Jr,UFMG IHY 1208390
284,Centris,Trachina,longimana,UFMG,Brasil,yes,Minas Gerais,Mariléria,22,iii,1980,Entorno fauna do Pq. E. Rio Doce,NA,6,NA,Female,D'Andretta & Monteiro,12783-37656
285,Centris,Trachina,longimana,UFMG,Brasil,yes,Acre,Rio Branco,25,v,2009,embrapa,NA,6.2,NA,Female,C.A.Araújo,UFMG IHY 1206113
286,Centris,Trachina,longimana,UFMG,Brasil,no,Pará,Canaã dos Carajás,3,ii,2010,NA,NA,6,NA,Female,A.S.Alvarenga,UFMG IHY 1305093
287,Centris,Trachina,longimana,UFMG,Brasil,no,Pará,Canaã dos Carajás,25,iv,2010,NA,NA,6.5,NA,Female,F.A.Silveira,UFMG IHY 1313613
288,Centris,Trachina,pachysoma,UFMG,Brasil,yes,Pará,Canaã dos Carajás,27,iv,2010,NA,NA,8,8.3,Female,R.C. Santos,UFMG-IHY 1313836
289,Centris,Trachina,pachysoma,UFMG,Brasil,yes,Amazonas,Tapuruquara,NA,viii,1964,NA,NA,8,NA,Female,Pereira & Machado,NA
290,Centris,Trachina,pachysoma,UFMG,Brasil,yes,Mato Grosso,Aripuanã,22,iii,1977,Reserva Humboldt,NA,8.4,NA,Female,W.L.Overal,UFMG-IHY 1308963
291,Centris,Trachina,pachysoma,UFMG,Brasil,yes,Mato Grosso,Aripuanã,22,iii,1977,Reserva Humboldt,NA,8.4,NA,Female,W.L.Overal,UFMG-IHY 1308964
292,Centris,Trachina,pachysoma,UFMG,Brasil,yes,Amazonas,Tapuruquara,NA,viii,1964,NA,NA,8.8,NA,Female,Pereira & Machado,NA
293,Centris,Trachina,rupestris,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,NA,NA,5,4.8,Female,A.M.S. Dias,UFMG IHY 1413889
294,Centris,Trachina,rupestris,UFMG,Brasil,no,Minas Gerais,Santana do Riacho,27,v,1998,NA,NA,5,NA,Female,R.M.Carmos,2258-7108
295,Centris,Trachina,rupestris,UFMG,Brasil,no,Minas Gerais,Bonito de Minas,18,v,2017,NA,NA,4.7,NA,Female,F.V.Freitas,UFMG IHY 1704368
296,Centris,Trachina,rupestris,UFMG,Brasil,no,Minas Gerais,Brumadinho,6,vi,1998,NA,NA,5,NA,Female,F.A.Silveira,2277-7139
297,Centris,Trachina,rupestris,UFMG,Brasil,no,Minas Gerais,Itacambira,1,x,2005,NA,NA,4.5,NA,Female,A.A.Azevedo,10538-30680
298,Centris,Trachina,similis,UFMG,Brasil,no,Pará,Canaã dos Carajás,15,viii,2014,corpo d,NA,5.7,5.7,Female,E. N. L. Siqueira,UFMG-IHY 1529861
299,Centris,Trachina,similis,UFMG,Brasil,yes,Minas Gerais,Alto Jequitibá,3,xii,2015,NA,NA,5.7,NA,Female,J.C.Oliveira,UFMG-IHY 1602217
300,Centris,Trachina,similis,UFMG,Brasil,yes,Minas Gerais,Alto Jequitibá,3,xii,2015,NA,NA,5.7,NA,Female,J.C.Oliveira,UFMG-IHY 1602212
301,Centris,Trachina,similis,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,8,iii,1996,NA,NA,5.8,NA,Female,F.A. Silveira,488
302,Centris,Trachina,similis,UFMG,Brasil,yes,Minas Gerais,Alto Jequitibá,3,xii,2015,NA,NA,5.5,NA,Female,J.C.Oliveira,UFMG-IHY 1602215
303,Centris,Xanthemisia,bicolor,MPEG,Brasil,no,Minas Gerais,Barbacena,30,x,1905,NA,NA,4.4,4.7,Female,A Ducke,MPEG HYM 11130823
304,Centris,Xanthemisia,bicolor,MPEG,Brasil,no,Minas Gerais,Barbacena,9,xi,1905,NA,NA,4.4,NA,Female,A Ducke,MPEG HYM 11130824
305,Centris,Xanthemisia,bicolor,UFMG,Brasil,no,Minas Gerais,Brumadinho,20,xii,1998,NA,NA,5,NA,Female,NA,UFMG IHY 8293
306,Centris,Xanthemisia,bicolor,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,xii,2011,NA,NA,5,NA,Female,NA,UFMG IHY 1414461
307,Centris,Xanthemisia,bicolor,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,xii,2011,NA,NA,4.5,NA,Female,NA,UFMG IHY 1414484
308,Centris,Xanthemisia,ferruginea,MPEG,Brasil,no,Pará,Canaã dos Carajás,1,xii,2017,Serra Norte,N6,5,5.4,Female,E Pinto,MPEG03050994
309,Centris,Xanthemisia,ferruginea,MPEG,Brasil,no,Pará,Canaã dos Carajás,2,xii,2017,Serra Norte,N7,5.4,NA,Female,E Pinto,MPEG03050995
310,Centris,Xanthemisia,ferruginea,MPEG,Brasil,no,Pará,Canaã dos Carajás,3,xii,2017,Serra Norte,N8,5.4,NA,Female,E Pinto,MPEG03050996
311,Centris,Xanthemisia,ferruginea,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,Serra Norte,N5,5.6,NA,Female,E.N.L.Siqueira,UFMG IHY 1706685
312,Centris,Xanthemisia,ferruginea,UFMG,Brasil,no,Pará,Canaã dos Carajás,25,iv,2010,NA,NA,5.5,NA,Female,F.A. Silveira,UFMG IHY 1313608
313,Centris,Xanthemisia,lutea,MPEG,Brasil,no,Pará,Canaã dos Carajás,20,v,2017,Serra Sul,S11B,5.5,5.4,Female,E Pinto,MPEG03050997
